LC_Up_Regulated_Genes,,DCT1,DCT2,DCT3,ERST2,ERST3,LC1,LC2,LC3,DCT-average,ERST-average,LC-average
Eps8,LC_DCT_LC_UP,3.84,5.9,5.3,5.9,4.7,26.7,31.88,26.78,5.013333333,5.3,28.45333333
Raph1,LC_DCT_LC_UP,3.84,4.26,4.6,6.9,7.57,25.01,20.52,26.75,4.233333333,7.235,24.09333333
Maob,LC_DCT_LC_UP,3.84,3.17,3.31,12.23,11.96,35.32,36.57,34.98,3.44,12.095,35.62333333
Degs2,LC_ERST_UP,3.83,2.86,1.71,74.93,69.61,3.54,3.97,3.56,2.8,72.27,3.69
Rab3a,LC_DCT_LC_UP,3.82,5.54,4.24,11.39,9.51,31.58,38.32,29.74,4.533333333,10.45,33.21333333
Il33,LC_ERST_UP,3.82,3.63,3.51,23.86,24.8,2.25,2.02,2.18,3.653333333,24.33,2.15
Tbx15,LC_DCT_LC_UP,3.82,3.84,3.02,9.16,8.65,22.7,22.39,24.12,3.56,8.905,23.07
Spi1,LC_ERST_UP,3.82,2.56,1.82,27.98,25.37,4.44,5.97,3.75,2.733333333,26.675,4.72
4930455G09Rik,DCT_ERST_DCT_UP,3.81,2.92,1.94,0.64,0.41,0,0,0,2.89,0.525,0
Gm18492,DCT_ERST_DCT_UP,3.8,4.82,5.6,0.32,0.26,1.57,0.56,0.75,4.74,0.29,0.96
Prr33,LC_DCT_LC_UP,3.77,2.11,2.65,1.42,0.65,18.24,19.03,14.79,2.843333333,1.035,17.35333333
Mia,LC_DCT_LC_UP,3.76,3.4,2.65,1.94,2.41,603.57,675.43,601.38,3.27,2.175,626.7933333
Notum,LC_DCT_LC_UP,3.72,3.82,7.25,2.71,2.45,48.61,65.09,48.61,4.93,2.58,54.10333333
Ppp1r3b,DCT_ERST_DCT_UP,3.7,3.38,4.41,0.34,0.32,0.37,0.22,0.36,3.83,0.33,0.316666667
Airn,LC_DCT_LC_UP,3.7,3.86,3.07,3.63,3.67,24.93,25.69,21.69,3.543333333,3.65,24.10333333
Sec14l4,LC_ERST_UP,3.69,3.49,6.36,75.63,65.41,4.21,4.34,4.38,4.513333333,70.52,4.31
Trpv4,LC_DCT_LC_UP,3.69,3.06,3.86,6.46,4.53,55.71,62.55,51.44,3.536666667,5.495,56.56666667
Ldlrad3,LC_DCT_LC_UP,3.68,4.42,6.61,7.03,6.93,29.55,27.13,30.82,4.903333333,6.98,29.16666667
Amd-ps3,LC_ERST_UP,3.68,0.39,5.51,44.39,40.39,2.19,1.97,6.27,3.193333333,42.39,3.476666667
Tnnt2,LC_ERST_UP,3.67,4.73,5.2,25.79,29.47,2.24,2.92,3.39,4.533333333,27.63,2.85
Mapk1ip1,LC_DCT_LC_UP,3.67,2.98,3.12,5.2,5.14,15.72,19.52,15.89,3.256666667,5.17,17.04333333
Ehd3,LC_DCT_LC_UP,3.67,3.08,2.84,1.82,2.03,11.67,12.22,11.83,3.196666667,1.925,11.90666667
P3h3,LC_DCT_LC_UP,3.65,3.97,3.29,9.01,8.73,35.75,38.17,32.25,3.636666667,8.87,35.39
Sertad4,LC_DCT_LC_UP,3.64,3.54,3.12,7.17,6.12,20.29,19.22,19.37,3.433333333,6.645,19.62666667
Myf6,LC_DCT_LC_UP,3.62,4.24,3.3,0.94,1.56,17.54,15.27,20.69,3.72,1.25,17.83333333
Adamts2,LC_ERST_UP,3.62,4.1,2.35,23.25,20.92,7.65,8.26,6.81,3.356666667,22.085,7.573333333
Ppm1m,LC_DCT_LC_UP,3.61,5.72,2.97,12.51,11.97,33.64,40.17,35.09,4.1,12.24,36.3
Dhrs7c,LC_DCT_LC_UP,3.59,4.28,2.59,1.71,1.22,11.99,15.42,12.41,3.486666667,1.465,13.27333333
Bex1,LC_DCT_LC_UP,3.58,4.19,3.05,3.22,2.41,21.09,22.51,20.1,3.606666667,2.815,21.23333333
Gm14268,DCT_ERST_DCT_UP,3.57,3.01,2.59,0.06,0,0.3,0,0.46,3.056666667,0.03,0.253333333
Auts2,LC_DCT_LC_UP,3.55,2.63,3.14,5.45,5.75,15.48,18.77,17.52,3.106666667,5.6,17.25666667
Krt74,DCT_ERST_DCT_UP,3.53,4.87,6.02,0.12,0.17,0,0,0,4.806666667,0.145,0
Pamr1,LC_DCT_LC_UP,3.53,3.69,2.01,3.84,3.43,14.8,19.31,13.83,3.076666667,3.635,15.98
Pir,LC_DCT_LC_UP,3.51,3.94,3.62,14.87,16.49,37.08,45.44,39.72,3.69,15.68,40.74666667
Myh2,LC_DCT_LC_UP,3.51,2.89,3.02,0.44,0.53,139.35,157.05,140.6,3.14,0.485,145.6666667
Csn3,DCT_ERST_DCT_UP,3.48,1.76,3.41,0.04,0.29,0,0,0,2.883333333,0.165,0
Colec12,LC_DCT_LC_UP,3.47,3.88,3.46,17.25,16.21,94.58,103.5,94.75,3.603333333,16.73,97.61
Ldb2,LC_DCT_LC_UP,3.45,3.54,2.24,6.79,6.56,18.07,23.54,14.88,3.076666667,6.675,18.83
Foxe1,DCT_ERST_DCT_UP,3.44,4.12,4.3,0.06,0.02,0,0,0,3.953333333,0.04,0
Alox12b,LC_ERST_UP,3.43,3.48,5.4,41.31,37.41,0,0,0,4.103333333,39.36,0
Meis1,LC_DCT_LC_UP,3.43,4.11,3.83,10.23,10.89,31.23,27.08,31.74,3.79,10.56,30.01666667
Cpt1b,LC_DCT_LC_UP,3.43,3.47,3.04,1.59,2.01,17.65,22.3,17.47,3.313333333,1.8,19.14
St3gal6,LC_DCT_LC_UP,3.42,3.83,5.01,12.14,8.8,38.03,43.44,35.56,4.086666667,10.47,39.01
Hoxd3os1,LC_DCT_LC_UP,3.42,1.34,2.46,3.21,5.2,10.15,14.66,12.16,2.406666667,4.205,12.32333333
Spink6,DCT_ERST_DCT_UP,3.4,3.22,3.18,0.18,0.15,0,0,0,3.266666667,0.165,0
Gm13032,DCT_ERST_DCT_UP,3.39,2.78,2.08,0.03,0.09,0.16,0.08,0.08,2.75,0.06,0.106666667
Calml4,LC_DCT_LC_UP,3.38,3.17,0.94,3.43,4.2,22.23,24.84,20.51,2.496666667,3.815,22.52666667
Upk3bl,DCT_ERST_DCT_UP,3.37,2.62,1.72,0.04,0.07,0.17,0,0,2.57,0.055,0.056666667
Ythdc2,LC_DCT_LC_UP,3.36,1.83,2.43,3.82,2.9,21.15,11.74,19.01,2.54,3.36,17.3
Grap,LC_ERST_UP,3.36,2.56,1.63,14.36,13.6,3.98,3.88,3.96,2.516666667,13.98,3.94
Fndc9,LC_ERST_UP,3.35,3.36,5.28,18.39,15.23,0,0,0,3.996666667,16.81,0
Pkd2,LC_DCT_LC_UP,3.35,2.71,2.59,4.92,5.44,18.2,16.25,17.37,2.883333333,5.18,17.27333333
Dlc1,LC_DCT_LC_UP,3.34,3.81,2.46,9.67,9.22,41.14,48.27,44.34,3.203333333,9.445,44.58333333
Ahr,LC_ERST_UP,3.33,2.96,3.2,14.02,11.8,1.93,2.16,2.62,3.163333333,12.91,2.236666667
Cyp2j6,LC_ERST_UP,3.32,2.93,4.43,24.8,25.1,5.44,6.38,5.49,3.56,24.95,5.77
Glipr1,LC_DCT_LC_UP,3.31,4.5,9.81,10.34,11.13,48.65,35.08,38.38,5.873333333,10.735,40.70333333
Cytl1,LC_DCT_LC_UP,3.31,3.42,0.41,16.84,16.47,47488.02,45029.82,46478.66,2.38,16.655,46332.16667
Extl1,LC_DCT_LC_UP,3.3,5.66,6.25,11.26,13.58,29.94,30.48,29.85,5.07,12.42,30.09
Plcxd1,LC_ERST_UP,3.3,1.74,1.63,20.72,16.02,1.29,1.85,1.58,2.223333333,18.37,1.573333333
Osgin2,LC_DCT_LC_UP,3.28,3.73,6.11,5.79,6.09,35.67,37.71,34.22,4.373333333,5.94,35.86666667
Gm4468,LC_DCT_LC_UP,3.28,4,0.9,2.41,2.58,20.3,9.9,14.64,2.726666667,2.495,14.94666667
Crlf1,LC_ERST_UP,3.27,2.71,5.32,52.6,36.67,8.6,15.51,6.91,3.766666667,44.635,10.34
Myh10,LC_DCT_LC_UP,3.27,3.96,3.89,2.67,2.99,23.51,24.95,25.53,3.706666667,2.83,24.66333333
Zfp652,LC_ERST_UP,3.26,3.32,3.77,32.57,35.8,5.96,5.41,5.9,3.45,34.185,5.756666667
C1qtnf7,LC_DCT_LC_UP,3.26,2.68,1.78,3.94,3.49,31.36,38.59,34.52,2.573333333,3.715,34.82333333
Slc20a1,LC_DCT_LC_UP,3.24,3.29,3.65,8.07,8.58,36.24,35.47,34.36,3.393333333,8.325,35.35666667
Itpr2,LC_DCT_LC_UP,3.23,2.78,2.64,7.49,6.04,17.7,19.45,16.83,2.883333333,6.765,17.99333333
Adamtsl4,LC_DCT_LC_UP,3.21,3.92,1.84,9.51,7.99,23.84,24.02,27.25,2.99,8.75,25.03666667
Ms4a6d,LC_ERST_UP,3.21,2.59,1.83,14.36,13.7,1.81,1.57,2.05,2.543333333,14.03,1.81
Pde4b,LC_DCT_LC_UP,3.19,3.24,4.93,11.98,9.52,34.59,32.82,31.95,3.786666667,10.75,33.12
Tgfb2,LC_DCT_LC_UP,3.19,3.43,4.19,9.48,10.47,33.58,36.8,33.76,3.603333333,9.975,34.71333333
H2-DMb2,LC_ERST_UP,3.19,3.31,2.7,17.4,18.38,1.45,2.02,1.44,3.066666667,17.89,1.636666667
Slc30a3,DCT_ERST_DCT_UP,3.19,2.85,2.5,0.09,0.06,0.14,0.38,0.21,2.846666667,0.075,0.243333333
Hes2,DCT_ERST_DCT_UP,3.15,2.84,4.62,0.04,0.03,0,0,0,3.536666667,0.035,0
Ncmap,LC_DCT_LC_UP,3.15,3.71,4.09,29.46,28.54,139.21,155.73,140.69,3.65,29,145.21
Myoc,LC_DCT_LC_UP,3.15,4.04,1.29,15.06,13.87,1805.26,1917.71,1760.42,2.826666667,14.465,1827.796667
Papss2,LC_DCT_LC_UP,3.14,3.62,2.38,6.14,5.34,21.02,21.73,21.02,3.046666667,5.74,21.25666667
Rilpl1,LC_DCT_LC_UP,3.13,2.98,4.24,3.94,4.35,28.21,35.05,30.1,3.45,4.145,31.12
Arhgap31,LC_DCT_LC_UP,3.13,3.18,3.48,3.22,3.68,12.98,11.5,12.33,3.263333333,3.45,12.27
Rab23,LC_DCT_LC_UP,3.11,3,4.57,5.87,5.24,16.03,18.52,18.85,3.56,5.555,17.8
Obscn,LC_DCT_LC_UP,3.11,3.11,2.24,1.14,0.98,32.5,39.69,29.83,2.82,1.06,34.00666667
Coq10a,LC_DCT_LC_UP,3.1,3.09,4.89,6.81,7.45,31.21,34.57,31.42,3.693333333,7.13,32.4
Fmo2,LC_ERST_UP,3.1,2.79,3.76,23.12,24.47,6.47,5.05,6.02,3.216666667,23.795,5.846666667
Tns2,LC_DCT_LC_UP,3.06,3.09,1.75,7.62,7.09,42.89,49.76,40.54,2.633333333,7.355,44.39666667
Slc6a9,LC_ERST_UP,3.05,3.55,3.56,18.98,16.98,3.37,3.63,4.39,3.386666667,17.98,3.796666667
Gm11273,LC_DCT_LC_UP,3.05,3.13,1.29,0,0,34.51,48.43,37.46,2.49,0,40.13333333
Gp5,DCT_ERST_DCT_UP,3.02,2.94,1.87,0.1,0.03,0.04,0,0.05,2.61,0.065,0.03
B3gnt5,DCT_ERST_DCT_UP,3.01,2.96,2.92,0.32,0.41,0.02,0,0.05,2.963333333,0.365,0.023333333
Pcp4l1,LC_DCT_LC_UP,3,2.71,3.2,10.62,11.26,66.86,69.97,70.35,2.97,10.94,69.06
Glcci1,LC_DCT_LC_UP,2.98,4.97,10.63,2.26,2.49,32.7,20.3,25.81,6.193333333,2.375,26.27
Gm11992,LC_ERST_UP,2.98,2.93,5.41,29.79,30.09,0.49,0.59,0.47,3.773333333,29.94,0.516666667
Smim3,LC_DCT_LC_UP,2.98,3.15,4.11,5.4,6.43,50.65,48.44,50.04,3.413333333,5.915,49.71
Gm42555,DCT_ERST_DCT_UP,2.98,2.39,3.16,0.53,0.22,0,0,0.22,2.843333333,0.375,0.073333333
St8sia1,DCT_ERST_DCT_UP,2.98,3.73,2.21,0.39,0.19,0.13,0.05,0.16,2.973333333,0.29,0.113333333
Chl1,LC_ERST_UP,2.97,3.63,4.45,28.03,27.12,0.22,0.23,0.17,3.683333333,27.575,0.206666667
Apol6,LC_DCT_LC_UP,2.97,3.79,3.09,3.49,3.36,26.67,30.26,24.55,3.283333333,3.425,27.16
Bdh2,LC_DCT_LC_UP,2.97,2.17,1.36,3.32,3.38,22.62,24.41,21.3,2.166666667,3.35,22.77666667
Tnmd,LC_ERST_UP,2.96,3.93,2.68,75.33,86.63,19.65,19.43,20.87,3.19,80.98,19.98333333
Reck,LC_DCT_LC_UP,2.95,2.96,1.48,10.41,9.07,68.64,65.67,67.14,2.463333333,9.74,67.15
Mtfp1,LC_DCT_LC_UP,2.93,2.61,3.25,2.12,2.32,12.16,12.8,11.93,2.93,2.22,12.29666667
Tnrc18,LC_DCT_LC_UP,2.93,2.58,2.84,6.05,6.21,16.94,18.79,16.59,2.783333333,6.13,17.44
Cacna2d3,DCT_ERST_DCT_UP,2.92,2.86,3.52,0.31,0.26,0.45,1.03,0.82,3.1,0.285,0.766666667
Gstm7,LC_DCT_LC_UP,2.91,2.51,2.52,1.47,0.98,17.12,15.42,12.78,2.646666667,1.225,15.10666667
Coro6,LC_DCT_LC_UP,2.9,2.81,3.59,1.27,1.17,16.37,19.86,15.79,3.1,1.22,17.34
Metrn,LC_DCT_LC_UP,2.89,2.1,2.2,8.5,5.5,15.88,22.87,17.64,2.396666667,7,18.79666667
Gm12589,LC_ERST_UP,2.88,2.87,3.4,16.62,11.93,0.18,0.35,0,3.05,14.275,0.176666667
Wdr62,LC_ERST_UP,2.88,2.23,0.54,14.37,13.73,1.95,4.45,1.71,1.883333333,14.05,2.703333333
Msi1,DCT_ERST_DCT_UP,2.87,2.72,2.51,0.25,0.4,0.36,0.45,0.23,2.7,0.325,0.346666667
Hsd17b11,LC_DCT_LC_UP,2.87,3.3,2.4,5.19,5.64,16.81,14.12,17.35,2.856666667,5.415,16.09333333
Syt7,DCT_ERST_DCT_UP,2.87,2.75,1.81,0.05,0.07,0.21,0.26,0.28,2.476666667,0.06,0.25
Pbp2,DCT_ERST_DCT_UP,2.86,4.42,2.85,0.06,0,0,0,0,3.376666667,0.03,0
Mast2,LC_DCT_LC_UP,2.86,3.26,2.7,4.46,3.97,13.61,14.69,13.77,2.94,4.215,14.02333333
Tnfaip8l2,LC_ERST_UP,2.86,2.71,1.17,10.82,9.88,1.24,1.12,1.12,2.246666667,10.35,1.16
BC100530,LC_ERST_UP,2.85,3.11,4.37,27.12,28.81,0,0,0,3.443333333,27.965,0
Lynx1,LC_DCT_LC_UP,2.85,3.29,2.24,7.5,6.95,21.11,24.78,19.58,2.793333333,7.225,21.82333333
Xirp2,LC_DCT_LC_UP,2.85,2.54,1.84,0.55,0.65,21.96,20.85,21.89,2.41,0.6,21.56666667
Irs2,LC_DCT_LC_UP,2.82,2.34,2.61,2.38,2.07,26.3,34.53,26.25,2.59,2.225,29.02666667
Ppapdc3,LC_DCT_LC_UP,2.81,3.01,1.68,3.17,2.61,10.35,15.68,11.52,2.5,2.89,12.51666667
Gsta1,LC_ERST_UP,2.8,1.8,3.16,33.96,33.58,0.36,0,0,2.586666667,33.77,0.12
Sspn,LC_DCT_LC_UP,2.8,2.75,2,5.73,5.63,27.22,26.94,26.68,2.516666667,5.68,26.94666667
Gm24336,DCT_ERST_DCT_UP,2.79,6.8,3.85,0,0,0,0,0,4.48,0,0
Gfpt2,LC_DCT_LC_UP,2.79,2.05,2.07,5.15,5.03,20.44,22.31,22.39,2.303333333,5.09,21.71333333
Lypd2,LC_ERST_UP,2.78,2.82,0.91,38.51,33.94,6.09,2.51,5.86,2.17,36.225,4.82
Egfl8,LC_ERST_UP,2.77,2.97,2.33,18.4,15.37,4.09,4.72,3.87,2.69,16.885,4.226666667
Cthrc1,LC_ERST_UP,2.76,2.36,2.51,108.22,112.84,4.21,3.66,3.62,2.543333333,110.53,3.83
Tmem255b,LC_DCT_LC_UP,2.76,1.89,2.37,3.6,4.45,12.85,17.31,14.12,2.34,4.025,14.76
Srpk3,LC_DCT_LC_UP,2.76,3.03,1.35,2.19,1.09,12.93,13.39,11.51,2.38,1.64,12.61
RP23-100O18.6,DCT_ERST_DCT_UP,2.75,1.88,2.67,0,0.29,0,0,0,2.433333333,0.145,0
Ntrk2,LC_DCT_LC_UP,2.72,2.97,1.8,3.57,4,12.03,12.89,12.5,2.496666667,3.785,12.47333333
Tspyl2,LC_DCT_LC_UP,2.71,3.13,3.02,7.95,7.78,18.74,21.21,19.91,2.953333333,7.865,19.95333333
Scd3,LC_ERST_UP,2.71,2.97,2.08,29.35,30.34,0.12,0.09,0.06,2.586666667,29.845,0.09
Smarcd3,LC_DCT_LC_UP,2.71,2.88,1.76,3.42,3.92,20.34,23.31,19.8,2.45,3.67,21.15
Zp2,DCT_ERST_DCT_UP,2.69,2.12,2,0,0,0.21,0.07,0.14,2.27,0,0.14
Phf1,LC_DCT_LC_UP,2.68,2.53,1.36,8.6,7.42,18.95,22.75,19.69,2.19,8.01,20.46333333
Zfp772,LC_ERST_UP,2.67,2.42,3.19,13.36,12.08,2.95,3.19,2.15,2.76,12.72,2.763333333
Thnsl2,LC_DCT_LC_UP,2.67,3.98,1.57,6.26,5.03,16.76,19.32,13.73,2.74,5.645,16.60333333
Aff3,LC_DCT_LC_UP,2.65,3.03,2.74,3.66,3.85,29.27,30.8,29.43,2.806666667,3.755,29.83333333
Npr2,LC_DCT_LC_UP,2.65,3.56,2.32,7.44,8.12,179.68,206.52,176.21,2.843333333,7.78,187.47
Gm43809,DCT_ERST_DCT_UP,2.65,2.43,2.05,0,0.41,0,0,0.73,2.376666667,0.205,0.243333333
Gkap1,LC_DCT_LC_UP,2.64,2.95,3.14,3.74,4.46,14.54,12.73,14.05,2.91,4.1,13.77333333
Hspb3,LC_DCT_LC_UP,2.63,2.19,2.11,1.36,1.85,15.6,17.87,14.65,2.31,1.605,16.04
Sox5,LC_DCT_LC_UP,2.62,2.24,3.59,1.1,0.85,52.71,60.43,43.05,2.816666667,0.975,52.06333333
Lman1l,DCT_ERST_DCT_UP,2.62,2.08,1.23,0.18,0.12,0,0,0,1.976666667,0.15,0
Defb37,DCT_ERST_DCT_UP,2.62,1.84,0.96,0,0,0,0,0,1.806666667,0,0
Tnfrsf11b,LC_DCT_LC_UP,2.6,3.03,4.04,2.72,2.6,13.41,12.17,15.33,3.223333333,2.66,13.63666667
Pdss1,LC_ERST_UP,2.6,2.96,2.79,33.12,35.14,5.05,3.95,3.7,2.783333333,34.13,4.233333333
Mbtps2,LC_DCT_LC_UP,2.59,3.79,5.31,5.75,6.39,26.57,18.23,21.44,3.896666667,6.07,22.08
Inppl1,LC_DCT_LC_UP,2.59,2.53,2.68,2.75,2.35,10.93,12.66,9.67,2.6,2.55,11.08666667
Evc2,LC_DCT_LC_UP,2.59,2.64,2.48,3.79,3.61,11.36,12.84,10.62,2.57,3.7,11.60666667
Slc9a9,LC_DCT_LC_UP,2.59,1.8,2.11,5.63,4.88,28.59,33.3,30.85,2.166666667,5.255,30.91333333
Obsl1,LC_DCT_LC_UP,2.59,1.98,1.44,5.42,5.11,17.26,24.16,14.58,2.003333333,5.265,18.66666667
Tspan18,LC_DCT_LC_UP,2.58,4.07,4.54,5.2,4.64,31.85,34.79,28.77,3.73,4.92,31.80333333
Msrb2,LC_DCT_LC_UP,2.58,3.16,2.95,4.39,4.97,18.44,18.9,19.02,2.896666667,4.68,18.78666667
Gm13490,DCT_ERST_DCT_UP,2.58,2.4,1.92,0.02,0.06,0.3,0.26,0.34,2.3,0.04,0.3
Lat2,LC_ERST_UP,2.58,2.84,1.45,18.6,16.79,3.45,4.14,3.91,2.29,17.695,3.833333333
Sik2,LC_DCT_LC_UP,2.57,2.89,4.23,4.36,4.6,25.35,25.14,26.45,3.23,4.48,25.64666667
Gm29443,DCT_ERST_DCT_UP,2.57,4.33,3.79,0.18,0.58,1.14,0.79,0.5,3.563333333,0.38,0.81
Gramd1c,LC_ERST_UP,2.57,2.38,3.05,15.88,15.46,2.78,2.29,2.53,2.666666667,15.67,2.533333333
Dhrs11,LC_DCT_LC_UP,2.56,1.92,2.16,4.24,4.56,14,18.71,13.67,2.213333333,4.4,15.46
Wfs1,LC_DCT_LC_UP,2.55,2.77,3.07,2.87,2.4,17.16,19.64,17.81,2.796666667,2.635,18.20333333
Sectm1a,LC_ERST_UP,2.54,1.98,2.65,17.95,18.49,2.6,3.82,2.13,2.39,18.22,2.85
Sema3d,LC_ERST_UP,2.54,2.42,2.53,15.97,15.01,4.93,3.89,4.72,2.496666667,15.49,4.513333333
Adgre5,LC_DCT_LC_UP,2.54,2.06,1.51,8.55,7.49,20.25,22.26,21.19,2.036666667,8.02,21.23333333
Nnt,LC_DCT_LC_UP,2.53,2.73,2.07,5.27,5.07,26.96,25.16,26.76,2.443333333,5.17,26.29333333
Adora2b,LC_ERST_UP,2.52,2.57,3.57,16.95,16.34,0.25,0.53,0.4,2.886666667,16.645,0.393333333
Hrct1,LC_DCT_LC_UP,2.52,2.26,1.39,9.72,10.78,59.35,62.43,56.49,2.056666667,10.25,59.42333333
Fgf7,LC_DCT_LC_UP,2.51,2.46,1.61,5.73,4.52,30.34,33.16,31.67,2.193333333,5.125,31.72333333
Tmem179,DCT_ERST_DCT_UP,2.51,2.03,1.39,0.12,0.08,0.42,0.2,0.26,1.976666667,0.1,0.293333333
Gm15867,LC_DCT_LC_UP,2.51,3.48,1.09,3.72,4.76,15.59,15.44,16.88,2.36,4.24,15.97
Ms4a4a,LC_ERST_UP,2.51,2.13,1.07,23.11,21.39,1.53,3.06,2.5,1.903333333,22.25,2.363333333
Wdr60,LC_DCT_LC_UP,2.49,2.32,2.37,2.71,3.47,10.05,9.71,11.1,2.393333333,3.09,10.28666667
Cd207,LC_ERST_UP,2.49,1.9,1.52,17.56,14.52,0.19,0,0.07,1.97,16.04,0.086666667
Gdpd2,LC_ERST_UP,2.48,2.25,6.35,74.12,72.87,0,0,0,3.693333333,73.495,0
Tns3,LC_DCT_LC_UP,2.48,2.22,1.65,2.54,2.32,12.07,12.38,11.7,2.116666667,2.43,12.05
Cped1,LC_DCT_LC_UP,2.48,2.02,1.47,3.28,3.28,14.81,15.16,14.21,1.99,3.28,14.72666667
Nsg1,LC_ERST_UP,2.47,4.63,3.68,44.43,41.44,12.48,13.32,10.58,3.593333333,42.935,12.12666667
Camkk1,LC_ERST_UP,2.47,2.31,3.09,16.08,13.58,1.79,2.31,2.45,2.623333333,14.83,2.183333333
Hoxa5,DCT_ERST_DCT_UP,2.47,2.86,1.32,0.02,0.14,0,0.09,0,2.216666667,0.08,0.03
Entpd4,LC_ERST_UP,2.46,3.75,6.89,18,17.39,5.6,5.47,4.61,4.366666667,17.695,5.226666667
Inpp1,LC_DCT_LC_UP,2.46,1.76,2.96,4.39,3.9,12.57,13,9.84,2.393333333,4.145,11.80333333
Gm8439,DCT_ERST_DCT_UP,2.46,2.03,1.69,0,0,0,0,0,2.06,0,0
Ryr1,LC_DCT_LC_UP,2.45,2.62,1.39,0.59,0.57,16.46,17.6,15.27,2.153333333,0.58,16.44333333
Plekhh1,DCT_ERST_DCT_UP,2.44,2.06,2.33,0.28,0.29,0,0,0,2.276666667,0.285,0
C130079G13Rik,LC_ERST_UP,2.41,3.44,8.35,45.57,46.86,0,0,0,4.733333333,46.215,0
Nanog,DCT_ERST_DCT_UP,2.41,3.31,2.76,0.33,0.42,0.16,0,0.33,2.826666667,0.375,0.163333333
Hip1,LC_DCT_LC_UP,2.4,2.4,2.72,3.37,3.2,21.29,19.65,24.76,2.506666667,3.285,21.9
C77080,LC_ERST_UP,2.4,2.07,2.32,12.4,11.51,1.4,2.02,1.53,2.263333333,11.955,1.65
Ndrg4,LC_ERST_UP,2.38,2.58,3.05,19.47,17.08,5.46,5.04,5,2.67,18.275,5.166666667
Tnfaip3,LC_DCT_LC_UP,2.38,2.48,2.47,1.85,1.48,10.69,12.16,10.96,2.443333333,1.665,11.27
Dnm1,LC_DCT_LC_UP,2.38,2.84,0.96,9.97,10.6,38.26,38.21,38.93,2.06,10.285,38.46666667
Flg,LC_ERST_UP,2.37,0.41,2.22,25.43,21.37,0,0,0,1.666666667,23.4,0
Upk1b,DCT_ERST_DCT_UP,2.35,3.01,2.49,0.04,0.04,0,0,0,2.616666667,0.04,0
Nctc1,LC_DCT_LC_UP,2.35,2.52,1.78,1.26,1.33,25.53,26.03,24.27,2.216666667,1.295,25.27666667
Wnk2,LC_DCT_LC_UP,2.35,2.17,1.51,1.77,1.74,9,9.5,8.94,2.01,1.755,9.146666667
Txlnb,LC_DCT_LC_UP,2.33,1.79,1.61,0.62,0.54,13.96,12.85,15.79,1.91,0.58,14.2
Dusp13,LC_DCT_LC_UP,2.32,2.79,3.46,2.75,3.3,12.55,12.61,13.12,2.856666667,3.025,12.76
Cx3cl1,LC_DCT_LC_UP,2.32,2.05,3.15,4,4.17,20.79,20.87,20.05,2.506666667,4.085,20.57
Psca,LC_ERST_UP,2.32,2.05,2.07,12.83,13.08,0.37,0.68,0.71,2.146666667,12.955,0.586666667
Rps11-ps1,LC_DCT_LC_UP,2.32,2.19,1.73,5.42,3.65,26.86,36.62,32.69,2.08,4.535,32.05666667
1700016H13Rik,DCT_ERST_DCT_UP,2.32,1.47,1.6,0.15,0,0,0,0,1.796666667,0.075,0
Omd,LC_DCT_LC_UP,2.29,1.79,2.2,8.97,10.27,283.93,259.35,300.13,2.093333333,9.62,281.1366667
Slc22a4,LC_ERST_UP,2.28,1.86,2.8,26.04,24.73,7.73,8.28,7.93,2.313333333,25.385,7.98
Unc45b,LC_DCT_LC_UP,2.28,2.44,2.37,2.17,2.58,12.3,17.75,12.01,2.363333333,2.375,14.02
Cd48,LC_ERST_UP,2.28,2.29,1.42,11.96,11.81,2.07,2.05,1.34,1.996666667,11.885,1.82
Gm11571,DCT_ERST_DCT_UP,2.26,2.32,4.2,0.17,0.14,0,0,0,2.926666667,0.155,0
Boc,LC_DCT_LC_UP,2.26,2.29,2.63,6.43,5.52,61.81,64.27,60.06,2.393333333,5.975,62.04666667
Olfml1,LC_DCT_LC_UP,2.26,1.75,1.84,9.79,10.2,26.05,29.69,25.41,1.95,9.995,27.05
Evc,LC_DCT_LC_UP,2.24,2.44,2.16,5.12,5.06,14.59,16.8,15.86,2.28,5.09,15.75
Dpep2,LC_ERST_UP,2.24,2.01,1.34,17.56,16.45,1.94,3.38,2.16,1.863333333,17.005,2.493333333
Myoz2,LC_DCT_LC_UP,2.23,2.79,3.23,1.97,2.3,84.82,94.86,89.24,2.75,2.135,89.64
Anks4b,DCT_ERST_DCT_UP,2.23,3.07,2.36,0,0,0,0,0,2.553333333,0,0
Awat2,LC_ERST_UP,2.23,2.57,1.9,14.44,13.67,0.12,0,0,2.233333333,14.055,0.04
Arhgdig,LC_DCT_LC_UP,2.23,1.74,1.59,0.29,0.43,8.72,10.16,7.52,1.853333333,0.36,8.8
Cadm3,LC_ERST_UP,2.22,1.94,1.69,10.66,9.25,0.89,0.79,1.24,1.95,9.955,0.973333333
Shh,DCT_ERST_DCT_UP,2.21,1.97,2.74,0,0.05,0,0,0,2.306666667,0.025,0
Ankrd2,LC_DCT_LC_UP,2.21,1.88,2.33,1.92,1.94,73.92,78.36,65.88,2.14,1.93,72.72
Creb3l2,LC_DCT_LC_UP,2.21,2.69,1.97,2.26,2.27,9.79,10.17,9.44,2.29,2.265,9.8
Samd4,LC_DCT_LC_UP,2.21,2.65,1.94,1.98,2.08,15.74,16.15,15.97,2.266666667,2.03,15.95333333
